Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,RPE
2022-09-12 18:00:00,Imported workout,3600,Bench Press (Barbell),1,35.0,5.0,,,
2022-09-12 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2022-09-12 18:00:00,Imported workout,3600,Bench Press (Barbell),5,35.0,5.0,,,
2022-09-12 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2022-09-12 18:00:00,Imported workout,3600,Bench Press (Barbell),4,35.0,5.0,,,
2022-09-12 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2022-09-12 18:00:00,Imported workout,3600,Bench Press (Barbell),3,35.0,5.0,,,
2022-09-12 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2022-09-12 18:00:00,Imported workout,3600,Bench Press (Barbell),2,35.0,5.0,,,
2022-09-12 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2022-09-12 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),2,8.0,5.0,,,
2022-09-12 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),Rest Timer,,,,90.0,
2022-09-12 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),1,8.0,5.0,,,
2022-09-12 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),Rest Timer,,,,90.0,
2022-09-12 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),3,8.0,5.0,,,
2022-09-12 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),Rest Timer,,,,90.0,
2022-09-12 18:00:00,Imported workout,3600,Lateral Raise (Dumbbell),3,4.0,8.0,,,
2022-09-12 18:00:00,Imported workout,3600,Lateral Raise (Dumbbell),Rest Timer,,,,90.0,
2022-09-12 18:00:00,Imported workout,3600,Lateral Raise (Dumbbell),2,4.0,8.0,,,
2022-09-12 18:00:00,Imported workout,3600,Lateral Raise (Dumbbell),Rest Timer,,,,90.0,
2022-09-12 18:00:00,Imported workout,3600,Lateral Raise (Dumbbell),1,4.0,8.0,,,
2022-09-12 18:00:00,Imported workout,3600,Lateral Raise (Dumbbell),Rest Timer,,,,90.0,
2022-09-12 18:00:00,Imported workout,3600,Triceps Pushdown (Cable - Straight Bar),5,9.0,8.0,,,
2022-09-12 18:00:00,Imported workout,3600,Triceps Pushdown (Cable - Straight Bar),Rest Timer,,,,90.0,
2022-09-12 18:00:00,Imported workout,3600,Triceps Pushdown (Cable - Straight Bar),4,9.0,8.0,,,
2022-09-12 18:00:00,Imported workout,3600,Triceps Pushdown (Cable - Straight Bar),Rest Timer,,,,90.0,
2022-09-12 18:00:00,Imported workout,3600,Triceps Pushdown (Cable - Straight Bar),3,9.0,8.0,,,
2022-09-12 18:00:00,Imported workout,3600,Triceps Pushdown (Cable - Straight Bar),Rest Timer,,,,90.0,
2022-09-12 18:00:00,Imported workout,3600,Triceps Pushdown (Cable - Straight Bar),2,9.0,8.0,,,
2022-09-12 18:00:00,Imported workout,3600,Triceps Pushdown (Cable - Straight Bar),Rest Timer,,,,90.0,
2022-09-12 18:00:00,Imported workout,3600,Triceps Pushdown (Cable - Straight Bar),1,9.0,8.0,,,
2022-09-12 18:00:00,Imported workout,3600,Triceps Pushdown (Cable - Straight Bar),Rest Timer,,,,90.0,
2022-09-13 18:00:00,Imported workout,3600,Overhead Press (Barbell),4,25.0,10.0,,,
2022-09-13 18:00:00,Imported workout,3600,Overhead Press (Barbell),Rest Timer,,,,90.0,
2022-09-13 18:00:00,Imported workout,3600,Overhead Press (Barbell),3,25.0,10.0,,,
2022-09-13 18:00:00,Imported workout,3600,Overhead Press (Barbell),Rest Timer,,,,90.0,
2022-09-13 18:00:00,Imported workout,3600,Overhead Press (Barbell),2,25.0,10.0,,,
2022-09-13 18:00:00,Imported workout,3600,Overhead Press (Barbell),Rest Timer,,,,90.0,
2022-09-13 18:00:00,Imported workout,3600,Overhead Press (Barbell),1,25.0,10.0,,,
2022-09-13 18:00:00,Imported workout,3600,Overhead Press (Barbell),Rest Timer,,,,90.0,
2022-09-13 18:00:00,Imported workout,3600,Pull Up,7,,1.0,,,
2022-09-13 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2022-09-13 18:00:00,Imported workout,3600,Pull Up,6,,1.0,,,
2022-09-13 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2022-09-13 18:00:00,Imported workout,3600,Pull Up,5,,1.0,,,
2022-09-13 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2022-09-13 18:00:00,Imported workout,3600,Pull Up,8,,3.0,,,
2022-09-13 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2022-09-13 18:00:00,Imported workout,3600,Pull Up,4,,3.0,,,
2022-09-13 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2022-09-13 18:00:00,Imported workout,3600,Pull Up,1,,3.0,,,
2022-09-13 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2022-09-13 18:00:00,Imported workout,3600,Pull Up,3,,3.0,,,
2022-09-13 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2022-09-13 18:00:00,Imported workout,3600,Pull Up,2,,3.0,,,
2022-09-13 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2022-09-13 18:00:00,Imported workout,3600,Preacher Curl (Barbell),4,18.0,8.0,,,
2022-09-13 18:00:00,Imported workout,3600,Preacher Curl (Barbell),Rest Timer,,,,90.0,
2022-09-13 18:00:00,Imported workout,3600,Preacher Curl (Barbell),3,18.0,8.0,,,
2022-09-13 18:00:00,Imported workout,3600,Preacher Curl (Barbell),Rest Timer,,,,90.0,
2022-09-13 18:00:00,Imported workout,3600,Preacher Curl (Barbell),2,18.0,8.0,,,
2022-09-13 18:00:00,Imported workout,3600,Preacher Curl (Barbell),Rest Timer,,,,90.0,
2022-09-13 18:00:00,Imported workout,3600,Preacher Curl (Barbell),1,18.0,8.0,,,
2022-09-13 18:00:00,Imported workout,3600,Preacher Curl (Barbell),Rest Timer,,,,90.0,
2022-09-15 18:00:00,Imported workout,3600,Bulgarian Split Squat,1,16.0,8.0,,,
2022-09-15 18:00:00,Imported workout,3600,Bulgarian Split Squat,Rest Timer,,,,90.0,
2022-09-15 18:00:00,Imported workout,3600,Bulgarian Split Squat,2,16.0,8.0,,,
2022-09-15 18:00:00,Imported workout,3600,Bulgarian Split Squat,Rest Timer,,,,90.0,
2022-09-15 18:00:00,Imported workout,3600,Bulgarian Split Squat,5,16.0,8.0,,,
2022-09-15 18:00:00,Imported workout,3600,Bulgarian Split Squat,Rest Timer,,,,90.0,
2022-09-15 18:00:00,Imported workout,3600,Bulgarian Split Squat,3,16.0,8.0,,,
2022-09-15 18:00:00,Imported workout,3600,Bulgarian Split Squat,Rest Timer,,,,90.0,
2022-09-15 18:00:00,Imported workout,3600,Bulgarian Split Squat,4,16.0,8.0,,,
2022-09-15 18:00:00,Imported workout,3600,Bulgarian Split Squat,Rest Timer,,,,90.0,
2022-09-15 18:00:00,Imported workout,3600,Squat (Barbell),1,30.0,12.0,,,
2022-09-15 18:00:00,Imported workout,3600,Squat (Barbell),Rest Timer,,,,90.0,
2022-09-15 18:00:00,Imported workout,3600,Squat (Barbell),2,30.0,12.0,,,
2022-09-15 18:00:00,Imported workout,3600,Squat (Barbell),Rest Timer,,,,90.0,
2022-09-15 18:00:00,Imported workout,3600,Squat (Barbell),3,30.0,12.0,,,
2022-09-15 18:00:00,Imported workout,3600,Squat (Barbell),Rest Timer,,,,90.0,
2022-09-15 18:00:00,Imported workout,3600,Squat (Barbell),4,30.0,12.0,,,
2022-09-15 18:00:00,Imported workout,3600,Squat (Barbell),Rest Timer,,,,90.0,
2022-09-15 18:00:00,Imported workout,3600,Squat (Barbell),5,30.0,12.0,,,
2022-09-15 18:00:00,Imported workout,3600,Squat (Barbell),Rest Timer,,,,90.0,
2022-09-15 18:00:00,Imported workout,3600,Pull Up,3,,1.0,,,
2022-09-15 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2022-09-15 18:00:00,Imported workout,3600,Pull Up,1,,1.0,,,
2022-09-15 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2022-09-15 18:00:00,Imported workout,3600,Pull Up,2,,1.0,,,
2022-09-15 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2022-09-15 18:00:00,Imported workout,3600,Leg Press,5,45.0,6.0,,,
2022-09-15 18:00:00,Imported workout,3600,Leg Press,Rest Timer,,,,90.0,
2022-09-15 18:00:00,Imported workout,3600,Leg Press,1,45.0,6.0,,,
2022-09-15 18:00:00,Imported workout,3600,Leg Press,Rest Timer,,,,90.0,
2022-09-15 18:00:00,Imported workout,3600,Leg Press,2,45.0,6.0,,,
2022-09-15 18:00:00,Imported workout,3600,Leg Press,Rest Timer,,,,90.0,
2022-09-15 18:00:00,Imported workout,3600,Leg Press,3,45.0,6.0,,,
2022-09-15 18:00:00,Imported workout,3600,Leg Press,Rest Timer,,,,90.0,
2022-09-15 18:00:00,Imported workout,3600,Leg Press,4,45.0,6.0,,,
2022-09-15 18:00:00,Imported workout,3600,Leg Press,Rest Timer,,,,90.0,
2022-09-15 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),1,73.0,5.0,,,
2022-09-15 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),Rest Timer,,,,90.0,
2022-09-15 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),2,73.0,5.0,,,
2022-09-15 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),Rest Timer,,,,90.0,
2022-09-15 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),3,73.0,5.0,,,
2022-09-15 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),Rest Timer,,,,90.0,
2022-09-15 18:00:00,Imported workout,3600,Leg Extension (Machine),2,45.0,12.0,,,
2022-09-15 18:00:00,Imported workout,3600,Leg Extension (Machine),Rest Timer,,,,90.0,
2022-09-15 18:00:00,Imported workout,3600,Leg Extension (Machine),3,45.0,12.0,,,
2022-09-15 18:00:00,Imported workout,3600,Leg Extension (Machine),Rest Timer,,,,90.0,
2022-09-15 18:00:00,Imported workout,3600,Leg Extension (Machine),1,45.0,12.0,,,
2022-09-15 18:00:00,Imported workout,3600,Leg Extension (Machine),Rest Timer,,,,90.0,
2022-09-15 18:00:00,Imported workout,3600,Leg Extension (Machine),4,45.0,12.0,,,
2022-09-15 18:00:00,Imported workout,3600,Leg Extension (Machine),Rest Timer,,,,90.0,
2022-09-15 18:00:00,Imported workout,3600,Leg Extension (Machine),5,45.0,12.0,,,
2022-09-15 18:00:00,Imported workout,3600,Leg Extension (Machine),Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Bench Press (Barbell),1,37.5,5.0,,,
2022-09-16 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Bench Press (Barbell),2,37.5,5.0,,,
2022-09-16 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Bench Press (Barbell),3,37.5,5.0,,,
2022-09-16 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Bench Press (Barbell),4,37.5,5.0,,,
2022-09-16 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Bulgarian Split Squat,1,16.0,8.0,,,
2022-09-16 18:00:00,Imported workout,3600,Bulgarian Split Squat,Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Bulgarian Split Squat,2,16.0,8.0,,,
2022-09-16 18:00:00,Imported workout,3600,Bulgarian Split Squat,Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Bulgarian Split Squat,3,16.0,8.0,,,
2022-09-16 18:00:00,Imported workout,3600,Bulgarian Split Squat,Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Bulgarian Split Squat,4,16.0,8.0,,,
2022-09-16 18:00:00,Imported workout,3600,Bulgarian Split Squat,Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Seated Row (Cable),5,25.0,8.0,,,
2022-09-16 18:00:00,Imported workout,3600,Seated Row (Cable),Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Seated Row (Cable),1,25.0,8.0,,,
2022-09-16 18:00:00,Imported workout,3600,Seated Row (Cable),Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Seated Row (Cable),2,25.0,8.0,,,
2022-09-16 18:00:00,Imported workout,3600,Seated Row (Cable),Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Seated Row (Cable),3,25.0,8.0,,,
2022-09-16 18:00:00,Imported workout,3600,Seated Row (Cable),Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Seated Row (Cable),4,25.0,8.0,,,
2022-09-16 18:00:00,Imported workout,3600,Seated Row (Cable),Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Bicep Curl (Dumbbell),4,8.0,6.0,,,
2022-09-16 18:00:00,Imported workout,3600,Bicep Curl (Dumbbell),Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Bicep Curl (Dumbbell),5,8.0,6.0,,,
2022-09-16 18:00:00,Imported workout,3600,Bicep Curl (Dumbbell),Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Bicep Curl (Dumbbell),2,8.0,6.0,,,
2022-09-16 18:00:00,Imported workout,3600,Bicep Curl (Dumbbell),Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Bicep Curl (Dumbbell),3,8.0,6.0,,,
2022-09-16 18:00:00,Imported workout,3600,Bicep Curl (Dumbbell),Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Bicep Curl (Dumbbell),1,8.0,6.0,,,
2022-09-16 18:00:00,Imported workout,3600,Bicep Curl (Dumbbell),Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Triceps Pushdown (Cable - Straight Bar),2,14.0,8.0,,,
2022-09-16 18:00:00,Imported workout,3600,Triceps Pushdown (Cable - Straight Bar),Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Triceps Pushdown (Cable - Straight Bar),1,14.0,8.0,,,
2022-09-16 18:00:00,Imported workout,3600,Triceps Pushdown (Cable - Straight Bar),Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Triceps Pushdown (Cable - Straight Bar),3,14.0,8.0,,,
2022-09-16 18:00:00,Imported workout,3600,Triceps Pushdown (Cable - Straight Bar),Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Leg Press,2,30.0,12.0,,,
2022-09-16 18:00:00,Imported workout,3600,Leg Press,Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Leg Press,3,30.0,12.0,,,
2022-09-16 18:00:00,Imported workout,3600,Leg Press,Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Leg Press,4,30.0,12.0,,,
2022-09-16 18:00:00,Imported workout,3600,Leg Press,Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Leg Press,5,30.0,12.0,,,
2022-09-16 18:00:00,Imported workout,3600,Leg Press,Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Leg Press,1,30.0,12.0,,,
2022-09-16 18:00:00,Imported workout,3600,Leg Press,Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Lateral Raise (Dumbbell),1,5.0,6.0,,,
2022-09-16 18:00:00,Imported workout,3600,Lateral Raise (Dumbbell),Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Lateral Raise (Dumbbell),3,5.0,6.0,,,
2022-09-16 18:00:00,Imported workout,3600,Lateral Raise (Dumbbell),Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Lateral Raise (Dumbbell),2,5.0,6.0,,,
2022-09-16 18:00:00,Imported workout,3600,Lateral Raise (Dumbbell),Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Knee Raise (Captain's Chair),2,,5.0,,,
2022-09-16 18:00:00,Imported workout,3600,Knee Raise (Captain's Chair),Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Knee Raise (Captain's Chair),3,,5.0,,,
2022-09-16 18:00:00,Imported workout,3600,Knee Raise (Captain's Chair),Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Knee Raise (Captain's Chair),4,,5.0,,,
2022-09-16 18:00:00,Imported workout,3600,Knee Raise (Captain's Chair),Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Knee Raise (Captain's Chair),1,,5.0,,,
2022-09-16 18:00:00,Imported workout,3600,Knee Raise (Captain's Chair),Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Knee Raise (Captain's Chair),5,,5.0,,,
2022-09-16 18:00:00,Imported workout,3600,Knee Raise (Captain's Chair),Rest Timer,,,,90.0,
2022-09-16 18:00:00,Imported workout,3600,Running (Treadmill),1,,,,,
2022-09-16 18:00:00,Imported workout,3600,Running (Treadmill),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Pull Up,1,,1.0,,,
2022-09-19 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Pull Up,2,,1.0,,,
2022-09-19 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Pull Up,9,,1.0,,,
2022-09-19 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Pull Up,3,,1.0,,,
2022-09-19 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Pull Up,4,,1.0,,,
2022-09-19 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Pull Up,5,,1.0,,,
2022-09-19 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Pull Up,6,,1.0,,,
2022-09-19 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Pull Up,7,,1.0,,,
2022-09-19 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Pull Up,8,,1.0,,,
2022-09-19 18:00:00,Imported workout,3600,Pull Up,Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),1,8.0,8.0,,,
2022-09-19 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),3,8.0,8.0,,,
2022-09-19 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),2,8.0,8.0,,,
2022-09-19 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),5,8.0,8.0,,,
2022-09-19 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),4,8.0,8.0,,,
2022-09-19 18:00:00,Imported workout,3600,Seated Overhead Press (Dumbbell),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Lying Leg Curl (Machine),4,32.0,8.0,,,
2022-09-19 18:00:00,Imported workout,3600,Lying Leg Curl (Machine),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Lying Leg Curl (Machine),3,32.0,8.0,,,
2022-09-19 18:00:00,Imported workout,3600,Lying Leg Curl (Machine),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Lying Leg Curl (Machine),5,32.0,8.0,,,
2022-09-19 18:00:00,Imported workout,3600,Lying Leg Curl (Machine),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Lying Leg Curl (Machine),2,32.0,8.0,,,
2022-09-19 18:00:00,Imported workout,3600,Lying Leg Curl (Machine),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Lying Leg Curl (Machine),1,32.0,8.0,,,
2022-09-19 18:00:00,Imported workout,3600,Lying Leg Curl (Machine),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Bicep Curl (Dumbbell),3,8.0,8.0,,,
2022-09-19 18:00:00,Imported workout,3600,Bicep Curl (Dumbbell),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Bicep Curl (Dumbbell),2,8.0,8.0,,,
2022-09-19 18:00:00,Imported workout,3600,Bicep Curl (Dumbbell),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Bicep Curl (Dumbbell),1,8.0,8.0,,,
2022-09-19 18:00:00,Imported workout,3600,Bicep Curl (Dumbbell),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),5,79.0,12.0,,,
2022-09-19 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),4,79.0,12.0,,,
2022-09-19 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),3,79.0,12.0,,,
2022-09-19 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),2,79.0,12.0,,,
2022-09-19 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),1,79.0,12.0,,,
2022-09-19 18:00:00,Imported workout,3600,Standing Calf Raise (Machine),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Leg Press,3,35.0,12.0,,,
2022-09-19 18:00:00,Imported workout,3600,Leg Press,Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Leg Press,4,35.0,12.0,,,
2022-09-19 18:00:00,Imported workout,3600,Leg Press,Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Leg Press,5,35.0,12.0,,,
2022-09-19 18:00:00,Imported workout,3600,Leg Press,Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Leg Press,2,35.0,12.0,,,
2022-09-19 18:00:00,Imported workout,3600,Leg Press,Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Leg Press,1,35.0,12.0,,,
2022-09-19 18:00:00,Imported workout,3600,Leg Press,Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Lateral Raise (Dumbbell),2,6.0,8.0,,,
2022-09-19 18:00:00,Imported workout,3600,Lateral Raise (Dumbbell),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Lateral Raise (Dumbbell),1,6.0,8.0,,,
2022-09-19 18:00:00,Imported workout,3600,Lateral Raise (Dumbbell),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Lateral Raise (Dumbbell),3,6.0,8.0,,,
2022-09-19 18:00:00,Imported workout,3600,Lateral Raise (Dumbbell),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Lateral Raise (Dumbbell),4,6.0,8.0,,,
2022-09-19 18:00:00,Imported workout,3600,Lateral Raise (Dumbbell),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Lateral Raise (Dumbbell),5,6.0,8.0,,,
2022-09-19 18:00:00,Imported workout,3600,Lateral Raise (Dumbbell),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Knee Raise (Captain's Chair),2,,5.0,,,
2022-09-19 18:00:00,Imported workout,3600,Knee Raise (Captain's Chair),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Knee Raise (Captain's Chair),1,,5.0,,,
2022-09-19 18:00:00,Imported workout,3600,Knee Raise (Captain's Chair),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Knee Raise (Captain's Chair),3,,5.0,,,
2022-09-19 18:00:00,Imported workout,3600,Knee Raise (Captain's Chair),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Knee Raise (Captain's Chair),4,,5.0,,,
2022-09-19 18:00:00,Imported workout,3600,Knee Raise (Captain's Chair),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Knee Raise (Captain's Chair),5,,5.0,,,
2022-09-19 18:00:00,Imported workout,3600,Knee Raise (Captain's Chair),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Inverted Row (Bodyweight),1,,5.0,,,
2022-09-19 18:00:00,Imported workout,3600,Inverted Row (Bodyweight),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Inverted Row (Bodyweight),5,,5.0,,,
2022-09-19 18:00:00,Imported workout,3600,Inverted Row (Bodyweight),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Inverted Row (Bodyweight),2,,5.0,,,
2022-09-19 18:00:00,Imported workout,3600,Inverted Row (Bodyweight),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Inverted Row (Bodyweight),3,,5.0,,,
2022-09-19 18:00:00,Imported workout,3600,Inverted Row (Bodyweight),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Inverted Row (Bodyweight),4,,5.0,,,
2022-09-19 18:00:00,Imported workout,3600,Inverted Row (Bodyweight),Rest Timer,,,,90.0,
2022-09-19 18:00:00,Imported workout,3600,Running (Treadmill),1,,,,,
2022-09-19 18:00:00,Imported workout,3600,Running (Treadmill),Rest Timer,,,,90.0,
2022-09-20 18:00:00,Imported workout,3600,Bench Press (Barbell),5,40.0,5.0,,,
2022-09-20 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2022-09-20 18:00:00,Imported workout,3600,Bench Press (Barbell),1,40.0,5.0,,,
2022-09-20 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2022-09-20 18:00:00,Imported workout,3600,Bench Press (Barbell),2,40.0,5.0,,,
2022-09-20 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2022-09-20 18:00:00,Imported workout,3600,Bench Press (Barbell),3,40.0,5.0,,,
2022-09-20 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2022-09-20 18:00:00,Imported workout,3600,Bench Press (Barbell),4,40.0,5.0,,,
2022-09-20 18:00:00,Imported workout,3600,Bench Press (Barbell),Rest Timer,,,,90.0,
2022-09-20 18:00:00,Imported workout,3600,Bulgarian Split Squat,1,20.0,8.0,,,
2022-09-20 18:00:00,Imported workout,3600,Bulgarian Split Squat,Rest Timer,,,,90.0,
