Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time,Comment
2022-09-12,Wyciskanie na płaskiej,Chest,35.0,kgs,5,,,,""
2022-09-12,Wyciskanie na płaskiej,Chest,35.0,kgs,5,,,,""
2022-09-12,Wyciskanie na płaskiej,Chest,35.0,kgs,5,,,,""
2022-09-12,Wyciskanie na płaskiej,Chest,35.0,kgs,5,,,,""
2022-09-12,Wyciskanie na płaskiej,Chest,35.0,kgs,5,,,,""
2022-09-12,Wyciskanie na barki hantlami siedząc,Shoulders,8.0,kgs,5,,,,""
2022-09-12,Wyciskanie na barki hantlami siedząc,Shoulders,8.0,kgs,5,,,,""
2022-09-12,Wyciskanie na barki hantlami siedząc,Shoulders,8.0,kgs,5,,,,""
2022-09-12,Wznosy hantli bokiem,Shoulders,4.0,kgs,8,,,,""
2022-09-12,Wznosy hantli bokiem,Shoulders,4.0,kgs,8,,,,""
2022-09-12,Wznosy hantli bokiem,Shoulders,4.0,kgs,8,,,,""
2022-09-12,Rope pulldown,Triceps,9.0,kgs,8,,,,""
2022-09-12,Rope pulldown,Triceps,9.0,kgs,8,,,,""
2022-09-12,Rope pulldown,Triceps,9.0,kgs,8,,,,""
2022-09-12,Rope pulldown,Triceps,9.0,kgs,8,,,,""
2022-09-12,Rope pulldown,Triceps,9.0,kgs,8,,,,""
2022-09-13,OHP,Shoulders,25.0,kgs,10,,,,""
2022-09-13,OHP,Shoulders,25.0,kgs,10,,,,""
2022-09-13,OHP,Shoulders,25.0,kgs,10,,,,""
2022-09-13,OHP,Shoulders,25.0,kgs,10,,,,""
2022-09-13,PullUp,Back,,,1,,,,""
2022-09-13,PullUp,Back,,,1,,,,""
2022-09-13,PullUp,Back,,,1,,,,""
2022-09-13,Negatywy,Back,,,3,,,,""
2022-09-13,Negatywy,Back,,,3,,,,""
2022-09-13,Negatywy,Back,,,3,,,,""
2022-09-13,Negatywy,Back,,,3,,,,""
2022-09-13,Negatywy,Back,,,3,,,,""
2022-09-13,Modlitewnik sztanga,Biceps,18.0,kgs,8,,,,""
2022-09-13,Modlitewnik sztanga,Biceps,18.0,kgs,8,,,,""
2022-09-13,Modlitewnik sztanga,Biceps,18.0,kgs,8,,,,""
2022-09-13,Modlitewnik sztanga,Biceps,18.0,kgs,8,,,,""
2022-09-15,Przysiad bułgarski,Legs,16.0,kgs,8,,,,""
2022-09-15,Przysiad bułgarski,Legs,16.0,kgs,8,,,,""
2022-09-15,Przysiad bułgarski,Legs,16.0,kgs,8,,,,""
2022-09-15,Przysiad bułgarski,Legs,16.0,kgs,8,,,,""
2022-09-15,Przysiad bułgarski,Legs,16.0,kgs,8,,,,""
2022-09-15,Przysiad ze sztangą,Back,30.0,kgs,12,,,,""
2022-09-15,Przysiad ze sztangą,Back,30.0,kgs,12,,,,""
2022-09-15,Przysiad ze sztangą,Back,30.0,kgs,12,,,,""
2022-09-15,Przysiad ze sztangą,Back,30.0,kgs,12,,,,""
2022-09-15,Przysiad ze sztangą,Back,30.0,kgs,12,,,,""
2022-09-15,Negatywy,Back,,,1,,,,""
2022-09-15,Negatywy,Back,,,1,,,,""
2022-09-15,Negatywy,Back,,,1,,,,""
2022-09-15,Leg press,Legs,45.0,kgs,6,,,,""
2022-09-15,Leg press,Legs,45.0,kgs,6,,,,""
2022-09-15,Leg press,Legs,45.0,kgs,6,,,,""
2022-09-15,Leg press,Legs,45.0,kgs,6,,,,""
2022-09-15,Leg press,Legs,45.0,kgs,6,,,,""
2022-09-15,Calf raises na maszynie,Legs,73.0,kgs,5,,,,""
2022-09-15,Calf raises na maszynie,Legs,73.0,kgs,5,,,,""
2022-09-15,Calf raises na maszynie,Legs,73.0,kgs,5,,,,""
2022-09-15,Leg extension,Legs,45.0,kgs,12,,,,""
2022-09-15,Leg extension,Legs,45.0,kgs,12,,,,""
2022-09-15,Leg extension,Legs,45.0,kgs,12,,,,""
2022-09-15,Leg extension,Legs,45.0,kgs,12,,,,""
2022-09-15,Leg extension,Legs,45.0,kgs,12,,,,""
2022-09-16,Wyciskanie na płaskiej,Chest,37.5,kgs,5,,,,""
2022-09-16,Wyciskanie na płaskiej,Chest,37.5,kgs,5,,,,""
2022-09-16,Wyciskanie na płaskiej,Chest,37.5,kgs,5,,,,""
2022-09-16,Wyciskanie na płaskiej,Chest,37.5,kgs,5,,,,""
2022-09-16,Przysiad bułgarski,Legs,16.0,kgs,8,,,,""
2022-09-16,Przysiad bułgarski,Legs,16.0,kgs,8,,,,""
2022-09-16,Przysiad bułgarski,Legs,16.0,kgs,8,,,,""
2022-09-16,Przysiad bułgarski,Legs,16.0,kgs,8,,,,""
2022-09-16,Poziome wiosłownie siedząc,Back,25.0,kgs,8,,,,""
2022-09-16,Poziome wiosłownie siedząc,Back,25.0,kgs,8,,,,""
2022-09-16,Poziome wiosłownie siedząc,Back,25.0,kgs,8,,,,""
2022-09-16,Poziome wiosłownie siedząc,Back,25.0,kgs,8,,,,""
2022-09-16,Poziome wiosłownie siedząc,Back,25.0,kgs,8,,,,""
2022-09-16,Biceps hantlami stojąc,Biceps,8.0,kgs,6,,,,""
2022-09-16,Biceps hantlami stojąc,Biceps,8.0,kgs,6,,,,""
2022-09-16,Biceps hantlami stojąc,Biceps,8.0,kgs,6,,,,""
2022-09-16,Biceps hantlami stojąc,Biceps,8.0,kgs,6,,,,""
2022-09-16,Biceps hantlami stojąc,Biceps,8.0,kgs,6,,,,""
2022-09-16,Rope pulldown,Triceps,14.0,kgs,8,,,,""
2022-09-16,Rope pulldown,Triceps,14.0,kgs,8,,,,""
2022-09-16,Rope pulldown,Triceps,14.0,kgs,8,,,,""
2022-09-16,Leg press,Legs,30.0,kgs,12,,,,""
2022-09-16,Leg press,Legs,30.0,kgs,12,,,,""
2022-09-16,Leg press,Legs,30.0,kgs,12,,,,""
2022-09-16,Leg press,Legs,30.0,kgs,12,,,,""
2022-09-16,Leg press,Legs,30.0,kgs,12,,,,""
2022-09-16,Wznosy hantli bokiem,Shoulders,5.0,kgs,6,,,,""
2022-09-16,Wznosy hantli bokiem,Shoulders,5.0,kgs,6,,,,""
2022-09-16,Wznosy hantli bokiem,Shoulders,5.0,kgs,6,,,,""
2022-09-16,Wznosy nóg na podporkach,Abs,,,5,,,,""
2022-09-16,Wznosy nóg na podporkach,Abs,,,5,,,,""
2022-09-16,Wznosy nóg na podporkach,Abs,,,5,,,,""
2022-09-16,Wznosy nóg na podporkach,Abs,,,5,,,,""
2022-09-16,Wznosy nóg na podporkach,Abs,,,5,,,,""
2022-09-16,Bieganie na bieżni,Cardio,,,,0.74,km,0:06:59,""
2022-09-19,PullUp,Back,,,1,,,,""
2022-09-19,PullUp,Back,,,1,,,,""
2022-09-19,PullUp,Back,,,1,,,,""
2022-09-19,PullUp,Back,,,1,,,,""
2022-09-19,Negatywy,Back,,,1,,,,""
2022-09-19,Negatywy,Back,,,1,,,,""
2022-09-19,Negatywy,Back,,,1,,,,""
2022-09-19,Negatywy,Back,,,1,,,,""
2022-09-19,Negatywy,Back,,,1,,,,""
2022-09-19,Wyciskanie na barki hantlami siedząc,Shoulders,8.0,kgs,8,,,,""
2022-09-19,Wyciskanie na barki hantlami siedząc,Shoulders,8.0,kgs,8,,,,""
2022-09-19,Wyciskanie na barki hantlami siedząc,Shoulders,8.0,kgs,8,,,,""
2022-09-19,Wyciskanie na barki hantlami siedząc,Shoulders,8.0,kgs,8,,,,""
2022-09-19,Wyciskanie na barki hantlami siedząc,Shoulders,8.0,kgs,8,,,,""
2022-09-19,Tył nóg na maszynie,Legs,32.0,kgs,8,,,,""
2022-09-19,Tył nóg na maszynie,Legs,32.0,kgs,8,,,,""
2022-09-19,Tył nóg na maszynie,Legs,32.0,kgs,8,,,,""
2022-09-19,Tył nóg na maszynie,Legs,32.0,kgs,8,,,,""
2022-09-19,Tył nóg na maszynie,Legs,32.0,kgs,8,,,,""
2022-09-19,Biceps hantlami stojąc,Biceps,8.0,kgs,8,,,,""
2022-09-19,Biceps hantlami stojąc,Biceps,8.0,kgs,8,,,,""
2022-09-19,Biceps hantlami stojąc,Biceps,8.0,kgs,8,,,,""
2022-09-19,Calf raises na maszynie,Legs,79.0,kgs,12,,,,""
2022-09-19,Calf raises na maszynie,Legs,79.0,kgs,12,,,,""
2022-09-19,Calf raises na maszynie,Legs,79.0,kgs,12,,,,""
2022-09-19,Calf raises na maszynie,Legs,79.0,kgs,12,,,,""
2022-09-19,Calf raises na maszynie,Legs,79.0,kgs,12,,,,""
2022-09-19,Leg press,Legs,35.0,kgs,12,,,,""
2022-09-19,Leg press,Legs,35.0,kgs,12,,,,""
2022-09-19,Leg press,Legs,35.0,kgs,12,,,,""
2022-09-19,Leg press,Legs,35.0,kgs,12,,,,""
2022-09-19,Leg press,Legs,35.0,kgs,12,,,,""
2022-09-19,Wznosy hantli bokiem,Shoulders,6.0,kgs,8,,,,""
2022-09-19,Wznosy hantli bokiem,Shoulders,6.0,kgs,8,,,,""
2022-09-19,Wznosy hantli bokiem,Shoulders,6.0,kgs,8,,,,""
2022-09-19,Wznosy hantli bokiem,Shoulders,6.0,kgs,8,,,,""
2022-09-19,Wznosy hantli bokiem,Shoulders,6.0,kgs,8,,,,""
2022-09-19,Wznosy nóg na podporkach,Abs,,,5,,,,""
2022-09-19,Wznosy nóg na podporkach,Abs,,,5,,,,""
2022-09-19,Wznosy nóg na podporkach,Abs,,,5,,,,""
2022-09-19,Wznosy nóg na podporkach,Abs,,,5,,,,""
2022-09-19,Wznosy nóg na podporkach,Abs,,,5,,,,""
2022-09-19,Podciąganie australijskie,Back,,,5,,,,""
2022-09-19,Podciąganie australijskie,Back,,,5,,,,""
2022-09-19,Podciąganie australijskie,Back,,,5,,,,""
2022-09-19,Podciąganie australijskie,Back,,,5,,,,""
2022-09-19,Podciąganie australijskie,Back,,,5,,,,""
2022-09-19,Bieganie na bieżni,Cardio,,,,1.0,km,0:08:57,""
2022-09-20,Wyciskanie na płaskiej,Chest,40.0,kgs,5,,,,""
2022-09-20,Wyciskanie na płaskiej,Chest,40.0,kgs,5,,,,""
2022-09-20,Wyciskanie na płaskiej,Chest,40.0,kgs,5,,,,""
2022-09-20,Wyciskanie na płaskiej,Chest,40.0,kgs,5,,,,""
2022-09-20,Wyciskanie na płaskiej,Chest,40.0,kgs,5,,,,""
2022-09-20,Przysiad bułgarski,Legs,20.0,kgs,8,,,,""
2022-09-20,Przysiad bułgarski,Legs,20.0,kgs,8,,,,""
2022-09-20,Przysiad bułgarski,Legs,20.0,kgs,8,,,,""
2022-09-20,Przysiad bułgarski,Legs,20.0,kgs,8,,,,""
2022-09-20,Przysiad bułgarski,Legs,20.0,kgs,8,,,,""
2022-09-20,Poziome wiosłownie siedząc,Back,32.0,kgs,8,,,,""
2022-09-20,Poziome wiosłownie siedząc,Back,32.0,kgs,8,,,,""
2022-09-20,Poziome wiosłownie siedząc,Back,32.0,kgs,8,,,,""
2022-09-20,Poziome wiosłownie siedząc,Back,32.0,kgs,8,,,,""
2022-09-20,Poziome wiosłownie siedząc,Back,32.0,kgs,8,,,,""
2022-09-20,Biceps hantlami stojąc,Biceps,10.0,kgs,6,,,,""
2022-09-20,Biceps hantlami stojąc,Biceps,10.0,kgs,6,,,,""
2022-09-20,Biceps hantlami stojąc,Biceps,10.0,kgs,6,,,,""
2022-09-20,Rope pulldown,Triceps,10.0,kgs,8,,,,""
2022-09-20,Rope pulldown,Triceps,10.0,kgs,8,,,,""
2022-09-20,Rope pulldown,Triceps,10.0,kgs,8,,,,""
2022-09-20,Leg press,Legs,35.0,kgs,12,,,,""
2022-09-20,Leg press,Legs,35.0,kgs,12,,,,""
2022-09-20,Leg press,Legs,35.0,kgs,12,,,,""
2022-09-20,Leg press,Legs,35.0,kgs,12,,,,""
2022-09-20,Wznosy hantli bokiem,Shoulders,7.0,kgs,8,,,,""
2022-09-20,Wznosy hantli bokiem,Shoulders,7.0,kgs,8,,,,""
2022-09-20,Wznosy hantli bokiem,Shoulders,7.0,kgs,8,,,,""
2022-09-20,Wznosy nóg na podporkach,Abs,,,5,,,,""
2022-09-20,Wznosy nóg na podporkach,Abs,,,5,,,,""
2022-09-20,Wznosy nóg na podporkach,Abs,,,5,,,,""
2022-09-20,Wznosy nóg na podporkach,Abs,,,5,,,,""
2022-09-20,Wznosy nóg na podporkach,Abs,,,5,,,,""
2022-09-20,Podciąganie australijskie,Back,,,10,,,,""
2022-09-20,Bieganie na bieżni,Cardio,,,,1.0,km,0:09:40,""
2022-09-22,PullUp,Back,,,1,,,,""
2022-09-22,Negatywy,Back,,,1,,,,""
2022-09-22,Negatywy,Back,,,1,,,,""
2022-09-22,Negatywy,Back,,,1,,,,""
2022-09-22,Negatywy,Back,,,1,,,,""
2022-09-22,Negatywy,Back,,,1,,,,""
2022-09-22,Wyciskanie na barki hantlami siedząc,Shoulders,9.5,kgs,6,,,,""
2022-09-22,Wyciskanie na barki hantlami siedząc,Shoulders,9.5,kgs,6,,,,""
2022-09-22,Wyciskanie na barki hantlami siedząc,Shoulders,9.5,kgs,6,,,,""
2022-09-22,Wyciskanie na barki hantlami siedząc,Shoulders,9.5,kgs,6,,,,""
2022-09-22,Wyciskanie na barki hantlami siedząc,Shoulders,9.5,kgs,6,,,,""
2022-09-22,Tył nóg na maszynie,Legs,32.0,kgs,8,,,,""
2022-09-22,Tył nóg na maszynie,Legs,32.0,kgs,8,,,,""
2022-09-22,Tył nóg na maszynie,Legs,32.0,kgs,8,,,,""
2022-09-22,Tył nóg na maszynie,Legs,32.0,kgs,8,,,,""
2022-09-22,Tył nóg na maszynie,Legs,32.0,kgs,8,,,,""
2022-09-22,Biceps hantlami stojąc,Biceps,10.0,kgs,8,,,,""
2022-09-22,Biceps hantlami stojąc,Biceps,10.0,kgs,8,,,,""
2022-09-22,Calf raises na maszynie,Legs,93.0,kgs,12,,,,""
2022-09-22,Calf raises na maszynie,Legs,93.0,kgs,12,,,,""
2022-09-22,Calf raises na maszynie,Legs,93.0,kgs,12,,,,""
2022-09-22,Calf raises na maszynie,Legs,93.0,kgs,12,,,,""
2022-09-22,Calf raises na maszynie,Legs,93.0,kgs,12,,,,""
2022-09-22,Leg press,Legs,40.0,kgs,12,,,,""
2022-09-22,Wznosy hantli bokiem,Shoulders,7.0,kgs,8,,,,""
2022-09-22,Wznosy hantli bokiem,Shoulders,7.0,kgs,8,,,,""
2022-09-22,Wznosy hantli bokiem,Shoulders,7.0,kgs,8,,,,""
2022-09-22,Wznosy nóg na podporkach,Abs,,,8,,,,""
2022-09-22,Wznosy nóg na podporkach,Abs,,,8,,,,""
2022-09-22,Podciąganie australijskie,Back,,,10,,,,""
2022-09-22,Podciąganie australijskie,Back,,,10,,,,""
2022-09-22,Bieganie na bieżni,Cardio,,,,0.49,km,0:05:00,""
2022-09-24,Wyciskanie na płaskiej,Chest,45.0,kgs,4,,,,""
2022-09-24,Wyciskanie na płaskiej,Chest,45.0,kgs,4,,,,""
2022-09-24,Wyciskanie na płaskiej,Chest,45.0,kgs,4,,,,""
2022-09-24,Wyciskanie na płaskiej,Chest,45.0,kgs,4,,,,""
2022-09-24,Wyciskanie na płaskiej,Chest,45.0,kgs,4,,,,""
2022-09-24,Przysiad bułgarski,Legs,24.0,kgs,8,,,,""
2022-09-24,Przysiad bułgarski,Legs,24.0,kgs,8,,,,""
2022-09-24,Przysiad bułgarski,Legs,24.0,kgs,8,,,,""
2022-09-24,Przysiad bułgarski,Legs,24.0,kgs,8,,,,""
2022-09-24,Przysiad bułgarski,Legs,24.0,kgs,8,,,,""
2022-09-24,Rope pulldown,Triceps,9.0,kgs,8,,,,""
2022-09-24,Rope pulldown,Triceps,9.0,kgs,8,,,,""
2022-09-24,Rope pulldown,Triceps,9.0,kgs,8,,,,""
2022-09-24,Rope pulldown,Triceps,9.0,kgs,8,,,,""
2022-09-24,Rope pulldown,Triceps,9.0,kgs,8,,,,""
2022-09-24,Biceps hantlami stojąc,Biceps,10.0,kgs,8,,,,""
2022-09-24,Biceps hantlami stojąc,Biceps,10.0,kgs,8,,,,""
2022-09-24,Biceps hantlami stojąc,Biceps,10.0,kgs,8,,,,""
2022-09-24,Leg press,Legs,45.0,kgs,12,,,,""
2022-09-24,Leg press,Legs,45.0,kgs,12,,,,""
2022-09-24,Leg press,Legs,45.0,kgs,12,,,,""
2022-09-24,Leg press,Legs,60.0,kgs,12,,,,""
2022-09-24,Leg press,Legs,60.0,kgs,12,,,,""
2022-09-24,Bieganie na bieżni,Cardio,,,,0.59,km,0:05:00,""
2022-09-26,PullUp,Back,,,2,,,,""
2022-09-26,PullUp,Back,,,2,,,,""
2022-09-26,PullUp,Back,,,2,,,,""
2022-09-26,PullUp,Back,,,2,,,,""
2022-09-26,PullUp,Back,,,2,,,,""
2022-09-26,Wyciskanie na barki hantlami siedząc,Shoulders,10.0,kgs,8,,,,""
2022-09-26,Wyciskanie na barki hantlami siedząc,Shoulders,10.0,kgs,8,,,,""
2022-09-26,Wyciskanie na barki hantlami siedząc,Shoulders,10.0,kgs,8,,,,""
2022-09-26,Wyciskanie na barki hantlami siedząc,Shoulders,10.0,kgs,8,,,,""
2022-09-26,Wyciskanie na barki hantlami siedząc,Shoulders,10.0,kgs,8,,,,""
2022-09-26,Tył nóg na maszynie,Legs,41.0,kgs,8,,,,""
2022-09-26,Tył nóg na maszynie,Legs,41.0,kgs,8,,,,""
2022-09-26,Tył nóg na maszynie,Legs,41.0,kgs,8,,,,""
2022-09-26,Tył nóg na maszynie,Legs,41.0,kgs,8,,,,""
2022-09-26,Tył nóg na maszynie,Legs,41.0,kgs,8,,,,""
2022-09-26,Calf raises na maszynie,Legs,100.0,kgs,12,,,,""
2022-09-26,Calf raises na maszynie,Legs,100.0,kgs,12,,,,""
2022-09-26,Calf raises na maszynie,Legs,100.0,kgs,12,,,,""
2022-09-26,Calf raises na maszynie,Legs,100.0,kgs,12,,,,""
2022-09-26,Leg press,Legs,75.0,kgs,12,,,,""
2022-09-26,Leg press,Legs,75.0,kgs,12,,,,""
2022-09-26,Leg press,Legs,75.0,kgs,12,,,,""
2022-09-26,Leg press,Legs,75.0,kgs,12,,,,""
2022-09-26,Leg press,Legs,75.0,kgs,12,,,,""
2022-09-26,Wznosy hantli bokiem,Shoulders,10.0,kgs,8,,,,""
2022-09-26,Wznosy hantli bokiem,Shoulders,10.0,kgs,8,,,,""
2022-09-26,Wznosy hantli bokiem,Shoulders,10.0,kgs,8,,,,""
2022-09-26,Modlitewnik sztanga,Biceps,18.0,kgs,8,,,,""
2022-09-26,Modlitewnik sztanga,Biceps,18.0,kgs,8,,,,""
2022-09-26,Modlitewnik sztanga,Biceps,18.0,kgs,8,,,,""
2022-09-26,Podciąganie australijskie,Back,,,6,,,,""
2022-09-26,Podciąganie australijskie,Back,,,6,,,,""
2022-09-26,Podciąganie australijskie,Back,,,6,,,,""
2022-09-26,Podciąganie australijskie,Back,,,6,,,,""
2022-09-26,Podciąganie australijskie,Back,,,6,,,,""
2022-09-27,Wyciskanie na Smith'a,Chest,35.0,kgs,6,,,,""
2022-09-27,Wyciskanie na Smith'a,Chest,35.0,kgs,6,,,,""
2022-09-27,Wyciskanie na Smith'a,Chest,35.0,kgs,6,,,,""
2022-09-27,Wyciskanie na Smith'a,Chest,35.0,kgs,6,,,,""
2022-09-27,Wyciskanie na Smith'a,Chest,35.0,kgs,6,,,,""
2022-09-27,Przysiad ze sztangą,Back,20.0,kgs,12,,,,""
2022-09-27,Przysiad ze sztangą,Back,20.0,kgs,12,,,,""
2022-09-27,Przysiad ze sztangą,Back,20.0,kgs,12,,,,""
2022-09-27,Przysiad ze sztangą,Back,20.0,kgs,12,,,,""
2022-09-27,Przysiad ze sztangą,Back,20.0,kgs,12,,,,""
2022-09-27,Poziome wiosłownie siedząc,Back,39.0,kgs,8,,,,""
2022-09-27,Poziome wiosłownie siedząc,Back,39.0,kgs,8,,,,""
2022-09-27,Poziome wiosłownie siedząc,Back,39.0,kgs,8,,,,""
2022-09-27,Poziome wiosłownie siedząc,Back,39.0,kgs,8,,,,""
2022-09-27,Poziome wiosłownie siedząc,Back,39.0,kgs,8,,,,""
2022-09-27,Leg extension,Legs,59.0,kgs,8,,,,""
2022-09-27,Leg extension,Legs,59.0,kgs,8,,,,""
2022-09-27,Leg extension,Legs,59.0,kgs,8,,,,""
2022-09-27,Leg extension,Legs,59.0,kgs,8,,,,""
2022-09-27,Leg extension,Legs,59.0,kgs,8,,,,""
2022-09-29,Wyciskanie na płaskiej,Chest,50.0,kgs,4,,,,""
2022-09-29,Wyciskanie na płaskiej,Chest,50.0,kgs,4,,,,""
2022-09-29,Wyciskanie na płaskiej,Chest,50.0,kgs,4,,,,""
2022-09-29,Wyciskanie na płaskiej,Chest,50.0,kgs,4,,,,""
2022-09-29,Wyciskanie na płaskiej,Chest,50.0,kgs,4,,,,""
2022-09-29,Wiosłowanie stojąc,Back,30.0,kgs,8,,,,""
2022-09-29,Wiosłowanie stojąc,Back,30.0,kgs,8,,,,""
2022-09-29,Wiosłowanie stojąc,Back,30.0,kgs,8,,,,""
2022-09-29,Wiosłowanie stojąc,Back,30.0,kgs,8,,,,""
2022-09-29,Wiosłowanie stojąc,Back,30.0,kgs,8,,,,""
2022-09-29,Wznosy hantli bokiem,Shoulders,7.0,kgs,7,,,,""
2022-09-29,Wznosy hantli bokiem,Shoulders,7.0,kgs,7,,,,""
2022-09-29,Wznosy hantli bokiem,Shoulders,7.0,kgs,7,,,,""
2022-10-01,PullUp,Back,,,2,,,,""
2022-10-01,PullUp,Back,,,2,,,,""
2022-10-01,PullUp,Back,,,2,,,,""
2022-10-01,Wyciskanie na barki hantlami siedząc,Shoulders,10.0,kgs,8,,,,""
2022-10-01,Wyciskanie na barki hantlami siedząc,Shoulders,10.0,kgs,8,,,,""
2022-10-01,Wyciskanie na barki hantlami siedząc,Shoulders,10.0,kgs,8,,,,""
2022-10-01,Wyciskanie na barki hantlami siedząc,Shoulders,10.0,kgs,8,,,,""
2022-10-01,Wyciskanie na barki hantlami siedząc,Shoulders,10.0,kgs,8,,,,""
2022-10-01,Tył nóg na maszynie,Legs,42.0,kgs,8,,,,""
2022-10-01,Tył nóg na maszynie,Legs,42.0,kgs,8,,,,""
2022-10-01,Tył nóg na maszynie,Legs,42.0,kgs,8,,,,""
2022-10-01,Tył nóg na maszynie,Legs,42.0,kgs,8,,,,""
2022-10-01,Tył nóg na maszynie,Legs,42.0,kgs,8,,,,""
2022-10-01,Triceps na ławce sztangą,Triceps,10.0,kgs,5,,,,""
2022-10-01,Triceps na ławce sztangą,Triceps,10.0,kgs,5,,,,""
2022-10-01,Triceps na ławce sztangą,Triceps,10.0,kgs,5,,,,""
2022-10-01,Calf raises na maszynie,Legs,104.6,kgs,12,,,,""
2022-10-01,Calf raises na maszynie,Legs,104.6,kgs,12,,,,""
2022-10-01,Calf raises na maszynie,Legs,104.6,kgs,12,,,,""
2022-10-01,Calf raises na maszynie,Legs,104.6,kgs,12,,,,""
2022-10-01,Calf raises na maszynie,Legs,104.6,kgs,12,,,,""
2022-10-01,Leg press,Legs,80.0,kgs,12,,,,""
2022-10-01,Leg press,Legs,80.0,kgs,12,,,,""
2022-10-01,Leg press,Legs,80.0,kgs,12,,,,""
2022-10-01,Leg press,Legs,80.0,kgs,12,,,,""
2022-10-01,Leg press,Legs,80.0,kgs,12,,,,""
2022-10-01,Wznosy hantli bokiem,Shoulders,6.0,kgs,12,,,,""
2022-10-01,Wznosy hantli bokiem,Shoulders,6.0,kgs,12,,,,""
2022-10-01,Wznosy hantli bokiem,Shoulders,6.0,kgs,12,,,,""
2022-10-01,Biceps hantlami stojąc,Biceps,10.0,kgs,6,,,,""
2022-10-01,Biceps hantlami stojąc,Biceps,10.0,kgs,6,,,,""
2022-10-01,Biceps hantlami stojąc,Biceps,10.0,kgs,6,,,,""
2022-10-01,Podciąganie australijskie,Back,,,5,,,,""
2022-10-01,Podciąganie australijskie,Back,,,5,,,,""
2022-10-01,Podciąganie australijskie,Back,,,5,,,,""
2022-10-02,Wyciskanie na płaskiej,Chest,48.0,kgs,8,,,,""
2022-10-02,Wyciskanie na płaskiej,Chest,48.0,kgs,8,,,,""
2022-10-02,Wyciskanie na płaskiej,Chest,48.0,kgs,8,,,,""
2022-10-02,Wyciskanie na płaskiej,Chest,48.0,kgs,8,,,,""
2022-10-02,Wyciskanie na płaskiej,Chest,48.0,kgs,8,,,,""
2022-10-02,Przysiad bułgarski,Legs,24.0,kgs,8,,,,""
2022-10-02,Przysiad bułgarski,Legs,24.0,kgs,8,,,,""
2022-10-02,Przysiad bułgarski,Legs,24.0,kgs,8,,,,""
2022-10-02,Przysiad bułgarski,Legs,24.0,kgs,8,,,,""
2022-10-02,Przysiad bułgarski,Legs,24.0,kgs,8,,,,""
2022-10-02,Poziome wiosłownie siedząc,Back,39.0,kgs,8,,,,""
2022-10-02,Poziome wiosłownie siedząc,Back,39.0,kgs,8,,,,""
2022-10-02,Poziome wiosłownie siedząc,Back,39.0,kgs,8,,,,""
2022-10-02,Poziome wiosłownie siedząc,Back,39.0,kgs,8,,,,""
2022-10-02,Poziome wiosłownie siedząc,Back,39.0,kgs,8,,,,""
2022-10-02,Triceps na ławce sztangą,Triceps,8.0,kgs,8,,,,""
2022-10-02,Triceps na ławce sztangą,Triceps,8.0,kgs,8,,,,""
2022-10-02,Triceps na ławce sztangą,Triceps,8.0,kgs,8,,,,""
2022-10-02,Leg press,Legs,90.0,kgs,8,,,,""
2022-10-02,Leg press,Legs,90.0,kgs,8,,,,""
2022-10-02,Leg press,Legs,90.0,kgs,8,,,,""
2022-10-02,Leg press,Legs,90.0,kgs,8,,,,""
2022-10-02,Leg press,Legs,90.0,kgs,8,,,,""
2022-10-02,Wznosy hantli bokiem,Shoulders,6.0,kgs,12,,,,""
2022-10-02,Wznosy hantli bokiem,Shoulders,6.0,kgs,12,,,,""
2022-10-02,Wznosy hantli bokiem,Shoulders,6.0,kgs,12,,,,""
2022-10-02,Biceps na bramie wysoko,Biceps,14.0,kgs,8,,,,""
2022-10-02,Biceps na bramie wysoko,Biceps,14.0,kgs,8,,,,""
2022-10-02,Biceps na bramie wysoko,Biceps,14.0,kgs,8,,,,""
2022-10-03,Wyciskanie na płaskiej,Chest,45.0,kgs,5,,,,""
2022-10-03,Wyciskanie na płaskiej,Chest,45.0,kgs,5,,,,""
2022-10-03,Wyciskanie na płaskiej,Chest,45.0,kgs,5,,,,""
2022-10-03,Wyciskanie na płaskiej,Chest,45.0,kgs,5,,,,""
2022-10-03,Wyciskanie na płaskiej,Chest,45.0,kgs,5,,,,""
2022-10-03,Poziome wiosłownie siedząc,Back,39.0,kgs,8,,,,""
2022-10-03,Poziome wiosłownie siedząc,Back,39.0,kgs,8,,,,""
2022-10-03,Poziome wiosłownie siedząc,Back,39.0,kgs,8,,,,""
2022-10-03,Poziome wiosłownie siedząc,Back,39.0,kgs,8,,,,""
2022-10-03,Poziome wiosłownie siedząc,Back,39.0,kgs,8,,,,""
2022-10-03,Wiosłowanie stojąc,Back,40.0,kgs,8,,,,""
2022-10-03,Wiosłowanie stojąc,Back,40.0,kgs,8,,,,""
2022-10-03,Wiosłowanie stojąc,Back,40.0,kgs,8,,,,""
2022-10-03,Wiosłowanie stojąc,Back,40.0,kgs,8,,,,""
2022-10-03,Wiosłowanie stojąc,Back,40.0,kgs,8,,,,""
2022-10-03,Rope pulldown,Triceps,14.0,kgs,8,,,,""
2022-10-03,Rope pulldown,Triceps,14.0,kgs,8,,,,""
2022-10-03,Rope pulldown,Triceps,14.0,kgs,8,,,,""
2022-10-03,Rope pulldown,Triceps,14.0,kgs,8,,,,""
2022-10-03,Rope pulldown,Triceps,14.0,kgs,8,,,,""
